2025_05_17 23:48:05.466985[info] : HttpConn.cpp: 27     Client[27](127.0.0.1:35824) in, userCount:13
2025_05_17 23:48:05.467005[info] : HttpConn.cpp: 77     Client[26](127.0.0.1:35506) quit, UserCount:13
2025_05_17 23:48:05.467026[debug] : HttpRequest.cpp: 56     请求行：[GET] [/index.html] [1.0]
2025_05_17 23:48:05.467036[debug] : HttpConn.cpp: 112     /index.html
2025_05_17 23:48:05.467086[debug] : HttpResponse.cpp: 151     file path /root/Code/MyTinyWebServer/resources/index.html
2025_05_17 23:48:05.467134[debug] : HttpConn.cpp: 127     filesize:3148, 2 to 6381
2025_05_17 23:48:05.467805[debug] : HttpRequest.cpp: 56     请求行：[GET] [/index.html] [1.0]
2025_05_17 23:48:05.467884[debug] : HttpConn.cpp: 112     /index.html
2025_05_17 23:48:05.467933[debug] : HttpResponse.cpp: 151     file path /root/Code/MyTinyWebServer/resources/index.html
2025_05_17 23:48:05.467996[debug] : HttpConn.cpp: 127     filesize:3148, 2 to 6381
2025_05_17 23:48:05.468081[debug] : HttpConn.cpp: 112     /index.html
2025_05_17 23:48:05.468109[debug] : HttpResponse.cpp: 151     file path /root/Code/MyTinyWebServer/resources/index.html
